id,char_id,name,base_hp,stats_1,stats_2,stats_3,stats_4,stats_5,stats_6,background,race,class_starting,class_starting_level,subclass_starting,class_other,subclass_other,total_level,feats,inventory,date_modified,notes_len,gold
350,5545,Xyrdove,12,0,0,0,0,0,0,,Tiefling,Sorcerer,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
351,5553,Ocean,12,12,14,14,10,17,13,,Genasi,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
352,5557,Raz651's Character,12,15,12,14,8,13,10,Acolyte,Dragonborn,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
353,5559,Do Oh ,6,8,13,14,12,10,15,Sage,Dragonborn,Sorcerer,1,Draconic Bloodline,,,1,,"Dagger/Dagger/Crossbow","light/Crossbow Bolts/Explorer's Pack/Rod",2018-06-29T15:37:47Z,0,0.0
354,5561,Brillyn Sulkris,16,10,14,12,11,13,16,Acolyte,Aasimar,Warlock,3,The Celestial,,,3,,"Leather/Dagger/Dagger/Quarterstaff/Crossbow","light/Crossbow Bolts/Book/Ink (1 ounce bottle)/Ink Pen/Parchment (one sheet)/Backpack/Clothes","Common/Reliquary/Little Bag of Sand/Small Knife/Vestments",2021-02-10T01:53:38Z,33,15.0
355,5565,Nogard Nrob,100,17,14,15,10,16,11,Sailor,Human,Fighter,16,Battle Master,,,16,Polearm Master/Shield Master/Tavern Brawler/Tough/Fighting Initiate/Piercer/Skill Expert,"Bag of Holding/Cloak of Protection/Decanter of Endless Water/Shield of Missile Attraction/Spear of Backbiting/Mizzium Armor","Plate",2022-04-27T05:32:56.107Z,0,0.0
356,5567,Beowulf,12,0,0,0,0,0,0,,Human,Druid,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
357,5568,Fillimore Higgins,12,15,13,14,10,12,8,Folk Hero,Dragonborn,Barbarian,4,Path of the Berserker,,,4,,Shield/Handaxe/Javelin/Greataxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
358,5570,Kia,12,19,14,14,14,14,14,Sage,Gnome,Paladin,5,Oath of Devotion,Warlock,The Fiend,6,Grappler,,2018-06-29T15:37:47Z,0,0.0
359,5576,Nethdoris,12,10,15,10,12,11,14,Criminal / Spy,Human,Rogue,1,,,,1,,Leather/Dagger/Dagger/Shortbow/Shortsword/Burglar's Pack/Thieves' Tools,2018-06-29T15:37:47Z,0,0.0
360,5590,Rouk,12,0,0,0,0,0,0,,Aarakocra,Fighter,6,,Rogue,,9,,,2018-06-29T15:37:47Z,0,0.0
361,5597,T'nerrin Quickwit,12,8,15,14,12,14,8,Sage,Gnome,Fighter,8,,,,8,Svirfneblin Magic,,2018-06-29T15:37:47Z,22,0.0
362,5606,Hölg,22,11,14,14,16,12,10,Sage,Half-Orc,Wizard,5,School of Evocation,,,5,,"Dagger/Dagger/Quarterstaff/Crossbow","light/Case","Map or Scroll/Clothes","Traveler's/Component Pouch/Pouch/Pouch/Sack/Sack/Spellbook/Explorer's Pack/Donkey (or Mule)/Saddlebags/Ink (1 ounce bottle)/Ink Pen/Ball Bearings (bag of 1,000)/Caltrops (bag of 20)",2021-10-16T06:16:41.9Z,50,579.2
363,5607,Isofyx,12,8,10,14,12,15,13,Sage,Half-Elf,Druid,1,,,,1,,Shield/Leather/Scimitar,2018-06-29T15:37:47Z,0,0.0
364,5609,Keifer,12,12,15,13,14,14,14,,Half-Elf,Warlock,5,,,,5,,Studded Leather,2018-06-29T15:37:47Z,0,0.0
365,5621,Mattrick's Character,12,8,15,14,10,14,10,Sage,Genasi,Monk,5,Way of the Open Hand,,,5,,Tome of Understanding,2018-06-29T15:37:47Z,0,0.0
366,5626,verinelghinyrr,12,8,13,15,10,10,15,Criminal / Spy,Half-Elf,Sorcerer,1,Draconic Bloodline,,,1,,,2018-06-29T15:37:47Z,0,0.0
367,5632,Shabimaycry's Character,12,15,13,14,10,12,8,Folk Hero,Dragonborn,Fighter,8,Champion,,,8,Grappler,Adamantine Breastplate,2018-06-29T15:37:47Z,0,0.0
368,5653,Adxina,12,8,10,12,14,13,15,Folk Hero,Halfling,Warlock,1,The Fiend,,,1,,Studded Leather/Shortsword,2018-06-29T15:37:47Z,0,0.0
369,5655,Xilaerys,12,16,16,14,12,16,13,Acolyte,Human,Monk,1,,Fighter/Sorcerer/Ranger/Rogue/Warlock/Bard/Barbarian,Draconic Bloodline/The Fiend,8,Svirfneblin Magic,"Amulet of the Planes/Bag of Holding/Bracers of Defense/Cloak of the Bat/Decanter of Endless Water/Ring of Free Action/Flame Tongue Shortsword/Ioun Stone of Regeneration/Dagger","+3/Longbow","+3/Dungeoneer's Pack",2018-06-29T15:37:47Z,0,0.0
370,5658,cinnamontoastken's Character,76,19,13,17,14,14,17,Noble,Human,Paladin,12,,,,12,Grappler,"Flame Tongue Greatsword/Adamantine Plate/Plate","+2",2022-07-24T14:28:50.783Z,0,0.0
371,5660,Ramarx's Character,12,0,0,0,0,0,0,,Goliath,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
372,5670,Perge Staebaek,12,15,14,15,8,10,8,Soldier,Human,Fighter,5,Champion,Barbarian,,6,,"Shield","+1/Breastplate/Longsword/Explorer's Pack",2020-08-08T04:05:29Z,0,0.0
373,5681,Drexnas's Character,12,0,0,0,0,0,0,,Human,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
374,5682,Mojo Bronzarc,12,8,14,12,13,12,14,Sage,Human,Bard,1,,,,1,,"Armor of Cold Resistance","Leather",2018-06-29T15:37:47Z,0,0.0
375,5689,NPC,12,11,18,14,15,16,18,Criminal / Spy,Human,Rogue,13,Thief,,,13,Grappler,,2018-06-29T15:37:47Z,0,0.0
376,5703,Aether,12,0,0,0,0,0,0,,Elf,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
377,5707,Derek Braunanvil,12,0,0,0,0,0,0,,Dwarf,Cleric,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
378,5710,Drazsz's Character,12,0,0,0,0,0,0,,Elf,Fighter,5,,,,5,Grappler,,2018-06-29T15:37:47Z,0,0.0
379,5712,Hrok,12,13,14,15,8,10,12,,Human,Fighter,5,Champion,,,5,Grappler,,2018-06-29T15:37:47Z,0,0.0
380,5713,Guigotim's,12,13,14,14,10,9,13,,Elf,Ranger,1,,,,1,,"Animated Shield/Armor of Cold Resistance","Plate/Longbow",2018-06-29T15:37:47Z,0,0.0
381,5717,Fook,6,8,13,14,12,10,15,Sage,Elf,Sorcerer,1,Draconic Bloodline,,,1,,"Dagger/Dagger/Crossbow","light/Crossbow Bolts/Explorer's Pack/Rod",2018-06-29T15:37:47Z,0,0.0
382,5720,Beardgace,6,4,4,11,9,13,10,Acolyte,Genasi,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
383,5723,Crafaelor,23,8,13,15,10,12,14,Sage,Half-Elf,Warlock,4,The Great Old One,,,4,,"Potion of Flying/Ring of Force Resistance/Quarterstaff","+1/Studded Leather/Leather/Dagger/Dagger/Dagger/Dagger/Crossbow","light/Crossbow Bolts/Backpack/Clothes","Common/Orb/Crowbar/Hammer/Piton/Torch/Tinderbox/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)/Potion of Healing/Midnight Tears (Ingested)",2018-07-09T02:13:26.94Z,274,3897.0
384,5724,Kal Vonduriel,12,9,14,18,17,14,18,Sage,Tiefling,Sorcerer,1,Draconic Bloodline,,,1,,,2018-06-29T15:37:47Z,0,0.0
385,5728,Lucian Ravencastle,53,10,15,10,13,14,10,Criminal / Spy,Human,Rogue,12,Thief,,,12,,"Bag of Holding/Cloak of Protection/Dagger of Venom/Ring of Lightning Resistance/Studded Leather/Shortbow/Rapier/Clothes","Common/Crowbar/Lantern","Hooded/Oil (flask)/Pouch/Rope","Silk (50 feet)/Poisoner's Kit/Thieves' Tools/Disguise Kit/Spyglass/Waterskin",2018-06-29T15:37:47Z,15,21000.0
386,5752,Hurr1came's Character,12,8,14,13,10,12,15,Acolyte,Halfling,Sorcerer,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
387,5753,Dax Fellborn,10,11,16,12,16,16,15,Criminal / Spy,Dragonborn,Wizard,2,School of Evocation,,,2,,"Dagger/Quarterstaff/Backpack/Clothes","Fine/Component Pouch/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Spellbook/Tinderbox/Torch/Waterskin/Disguise Kit/Forgery Kit",2018-06-29T15:37:47Z,0,2.0
388,5761,Luheengo,31,16,20,20,11,14,16,Sage,Genasi,Monk,5,Way of the Open Hand,,,5,,,2021-01-27T07:11:02Z,0,0.0
389,5762,Tazriz Darksnark,100,12,14,15,13,8,10,Inheritor,Kobold,Fighter,16,Eldritch Knight,,,16,Resilient (Dexterity),"Cloak of the Manta Ray/Portable Hole/Rod of Alertness/Winged Boots/Rapier","+1/Studded Leather/Rapier/Backpack/Clothes","Traveler's/Manual of Quickness of Action/Stone of Controlling Earth Elementals/Enduring Spellbook/Shortbow/Arrows/Book/Bedroll/Case","Map or Scroll/Clothes","Traveler's/Rope","Hempen (50 feet)/Potion of Animal Friendship/Figurine of Wondrous Power (Obsidian Steed)/Potion of Healing (Greater)/Potion of Fire Resistance/Ruby of the War Mage/Potion of Healing/Waterskin/Wand",2022-10-29T04:58:48.48Z,6057,7330.5
390,5765,Flicker of the Shadows,67,9,17,11,14,12,17,Sage,Tabaxi,Monk,10,Way of the Kensei,,,10,Sentinel/Magic Initiate (Wizard),"Arrow of Slaying/Gauntlets of Ogre Power/Handy Haversack/Periapt of Health/Periapt of Health/Veil of the Shadows/Dragonhide Belt","+1/Crossbow of Magic Missile/Phoenix Blade Katana/Javelin/Scimitar/Longbow/Arrows/Explorer's Pack/Decanter of Endless Water/Potion of Healing (Greater)/Stack of Papers /Case of Rare Pigments /Unknown Gem Material/Holy Water (flask)/Potion of Healing/Disguise Kit/Disguise Kit",2022-11-09T03:17:17.703Z,1854,14291.7
391,5776,Vizaru's Character,12,15,10,13,8,12,14,Noble,Human,Fighter,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
392,5786,Murmur,12,15,13,14,8,12,10,Soldier,Genasi,Fighter,3,Champion,,,3,,"Mace","+1/Shield/Splint",2018-06-29T15:37:47Z,0,0.0
393,5788,Carver,12,9,20,15,14,11,8,Criminal / Spy,Halfling,Rogue,1,,,,1,,Studded Leather/Dagger/Dagger/Shortbow/Shortsword/Dungeoneer's Pack/Thieves' Tools,2018-06-29T15:37:47Z,0,120.0
394,5790,Apple Frittwitch,12,8,14,10,12,13,15,Sage,Human,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
395,5796,Ivellios Kontos ,29,15,16,15,14,14,16,,Elf,Paladin,3,Oath of Devotion,,,3,,Shield/Chain Mail/Longsword/Warhammer,2018-06-29T15:37:47Z,0,0.0
396,5799,Vicross Swiftsworn,55,12,14,13,10,10,14,Entertainer,Half-Elf,Bard,8,College of Lore,Paladin,,10,,"Amulet of Health/Breastplate","+1/Eyes of the Eagle/Gauntlets of Ogre Power/Longbow","+1/Ring of Archery Fighting Style/Leather/Dagger/Shortbow/Greatsword/Rapier/Quiver/Entertainer's Pack /Lute/Lyre",2021-09-08T17:31:02Z,10,0.0
397,5800,Orugul,12,15,15,15,8,8,8,Folk Hero,Half-Orc,Barbarian,4,Path of the Berserker,,,4,,,2020-12-02T19:50:52Z,0,0.0
398,5803,Akenara,42,13,10,14,8,15,12,Acolyte,Dwarf,Cleric,7,Light Domain,Fighter,Eldritch Knight,10,,Bag of Holding/Necklace of Prayer Beads/Restorative Ointment/Restorative Ointment/Potion of Healing (Greater)/Spell Scroll (3rd Level)/Spell Scroll (4th Level)/Spell Scroll (5th Level)/Mithral Scale Mail/Potion of Vitality/Sun Hammer/Blue Dragonskin Cloak/Mystery Key/Healer's Kit/Mason's Tools/Potion of Healing/Oil (flask)/Alchemist's Fire (flask)/Explorer's Pack/Enhanced Spellguard Shield/Handaxe,2021-07-01T16:41:28Z,1612,301.12
399,5804,Dha'Vic M'Taal,12,15,18,15,14,18,15,Criminal / Spy,Elf,Rogue,1,,,,1,,Boots of Elvenkind,2018-06-29T15:37:47Z,0,0.0
400,5805,Noros,12,14,12,15,12,11,8,Folk Hero,Half-Orc,Barbarian,5,Path of the Berserker,,,5,,"Gauntlets of Ogre Power/Battleaxe","+1/Shield/Javelin/Rations (1 day)/Explorer's Pack/Riding Horse",2018-06-29T15:37:47Z,0,0.0
401,5806,dardenbattleaxe's Character,12,0,0,0,0,0,0,,Dwarf,Barbarian,12,,,,12,,,2018-06-29T15:37:47Z,0,0.0
402,5811,Thorin Frostbeard,30,13,10,15,12,14,8,Acolyte,Dwarf,Cleric,6,Life Domain,,,6,Grappler,Shield/Chain Mail/Battleaxe,2018-06-29T15:37:47Z,0,0.0
403,5841,Linne Steele,58,17,14,17,17,12,10,Criminal / Spy,Human,Fighter,5,Eldritch Knight,Wizard,School of Abjuration,11,Medium Armor Master/Observant,"Gloves of Swimming and Climbing/Pipes of the Sewers/Ring of Djinni Summoning/Ring of Protection/Sun Blade/Half Plate","+1/Greatsword","+1/Longbow/Arrows/Backpack/Case","Map or Scroll/Chalk (1 piece)/Climber's Kit/Magnifying Glass/Rope","Hempen (50 feet)/Grappling Hook/Spellbook/Component Pouch/Crowbar/Hammer/Piton/Tinderbox/Rations (1 day)/Waterskin",2021-05-07T02:02:49Z,161,0.0
404,5848,Krae,8,12,10,14,8,15,13,Outlander,Human,Druid,1,,,,1,,Shield/Leather/Quarterstaff,2018-06-29T15:37:47Z,0,0.0
405,5852,Drizzt Daermon N'A'Shezbaernon,37,10,12,13,15,6,14,Acolyte,Human,Ranger,10,Hunter,,,10,Grappler/Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
406,5862,xryanrussellx's Character,12,10,12,11,13,15,13,Sage,Elf,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
407,5868,Darkain,33,13,17,12,14,7,12,Criminal / Spy,Dwarf,Rogue,6,Thief,,,6,,Leather/Dagger/Dagger/Shortbow/Rapier/Burglar's Pack/Thieves' Tools,2021-08-19T17:58:12Z,0,0.0
408,5875,Sir Papi Will de la Catacumba,12,0,0,0,0,0,0,,Elf,Ranger,4,,,,4,,,2018-06-29T15:37:47Z,0,0.0
409,5884,Tyrone Kara Ejderha,54,15,14,13,10,12,8,Soldier,Goliath,Barbarian,7,Path of the Berserker,,,7,,"Bag of Beans/Boots of Elvenkind/Ring of Protection/Ring of Water Walking/Ring of Fire Resistance/Sickle","+1/Javelin/Crossbow","light/Greatsword/Backpack/Bedroll/Clothes","Common/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)",2018-09-21T01:54:08.63Z,1406,1230.76
410,5889,Magnus Vaebner,12,15,13,13,8,15,10,Acolyte,Halfling,Cleric,1,Life Domain,,,1,,Shield/Chain Mail/Quarterstaff,2018-06-29T15:37:47Z,0,0.0
411,5890,Yuzuki Seo,22,13,15,13,11,8,13,,Tiefling,Bard,4,College of Lore,,,4,,Dulcimer,2018-06-29T15:37:47Z,76,0.0
412,5894,Gelza ,12,10,12,15,13,17,19,Acolyte,Tiefling,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
413,5902,Leto,12,15,12,14,8,13,10,,Human,Sorcerer,1,Draconic Bloodline,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
414,5906,awkweird's Character,12,15,10,14,13,12,8,Soldier,Dwarf,Fighter,1,,,,1,,Adamantine Chain Mail,2018-06-29T15:37:47Z,0,0.0
415,5923,La'ven Bocote,16,10,16,12,12,13,12,Far Traveler,Elf,Ranger,2,,,,2,,,2018-12-28T03:36:12.53Z,0,0.0
416,5924,dikeme's Character,12,0,0,0,0,0,0,,Dragonborn,Fighter,5,,Ranger,,8,,,2018-06-29T15:37:47Z,0,0.0
417,5927,Orcutsk,12,15,8,12,12,12,11,Soldier,Half-Orc,Fighter,1,,,,1,,Shield/Plate/Battleaxe,2018-06-29T15:37:47Z,0,0.0
418,5929,"Leanann ""Redemption"" Chaldreen",12,18,13,16,14,16,17,Soldier,Tiefling,Paladin,1,,,,1,,Shield/Chain Mail/Javelin/Warhammer/Backpack/Mess Kit/Tinderbox/Waterskin/Dice Set/Amulet,2018-06-29T15:37:47Z,448,150.0
419,5937,Manus Haffee,12,15,13,15,8,8,12,Folk Hero,Dwarf,Barbarian,2,,,,2,,,2018-06-29T15:37:47Z,0,0.0
420,5938,Garin Irongut,12,18,15,18,11,12,12,,Dwarf,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
421,5945,Ilifir,12,15,12,13,10,8,14,Sage,Half-Elf,Warlock,3,The Fiend,,,3,,Leather/Dagger/Dagger/Quarterstaff/Greatsword/Shortsword,2018-06-29T15:37:47Z,0,0.0
422,5946,Mors Arkalis,76,8,15,12,9,11,14,Charlatan,Tiefling,Rogue,11,Swashbuckler,Fighter,Champion,14,Sentinel/Skilled,"Ring of Regeneration/Studded Leather","+1/Sunsword/Vial of Poisoned Wine/Dagger/Dagger/Dagger/Dagger/Dagger/Shortsword/Shortsword/Backpack/Ball Bearings (bag of 1,000)/String/Bell/Candle/Crowbar/Hammer/Piton/Lantern","Hooded/Oil (flask)/Rations (1 day)/Tinderbox/Waterskin/Thieves' Tools/Clothes","Fine/Disguise Kit/Vial/Holy Symbol/Whetstone/Stake (Wooden)",2021-09-18T01:16:51Z,71,51.61
423,5967,Graxus,12,15,12,13,11,12,10,Folk Hero,Dragonborn,Barbarian,1,,,,1,,"Longbow","+2/Shield/Hide/Spear",2018-06-29T15:37:47Z,0,0.0
424,5975,Heiner,10,15,13,14,10,12,8,Soldier,Dwarf,Fighter,1,,,,1,,Shield/Chain Mail/Handaxe/Handaxe/Battleaxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
425,5985,czarbss's Character,82,8,8,8,8,8,8,,Aarakocra,Wizard,20,,,,20,,Ring of Shooting Stars/Ioun Stone of Mastery,2020-06-04T20:42:42Z,0,0.0
426,5999,Alana,12,8,8,8,8,8,8,Soldier,Elf,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
427,6003,Test001,12,8,15,13,10,14,12,,Elf,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
428,6006,Walfbar,40,6,13,12,14,12,14,Sage,Half-Elf,Sorcerer,7,Draconic Bloodline,,,7,,,2018-06-29T15:37:47Z,0,0.0
429,6007,Austral,12,8,13,12,15,10,14,Sage,Genasi,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
430,6010,Gilgamet,12,12,16,18,18,17,17,Criminal / Spy,Gnome,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
431,6022,Zradhall,46,12,14,15,10,8,17,Noble,Dragonborn,Sorcerer,8,Draconic Bloodline,Paladin,,10,,"Cape of the Mountebank/Pearl of Power/Ring of Spell Storing/Ring of Swimming/Flame Tongue Longsword/Mithral Half Plate/Dagger/Dagger/Crossbow","light/Crossbow Bolts/Explorer's Pack/Rod",2020-03-23T16:09:23.593Z,0,0.0
432,6028,Verarhen Norodel,28,0,0,0,0,0,0,,Elf,Druid,5,Circle of the Land (Swamp),,,5,,,2018-06-29T15:37:47Z,0,0.0
433,6030,Percival,12,8,10,12,14,13,15,Acolyte,Tiefling,Warlock,1,The Fiend,,,1,,"Armor of Acid Resistance","Leather/Dagger/Staff",2018-06-29T15:37:47Z,0,0.0
434,6032,Tuls Leah,12,0,0,0,0,0,0,,Tiefling,Cleric,3,,,,3,,,2018-06-29T15:37:47Z,0,0.0
435,6040,Xaegan Deathwhisper,66,20,15,15,20,13,10,Soldier,Dragonborn,Fighter,8,Champion,,,8,,"Robe of Useful Items/Shield/Chain Mail/Dagger/Dagger/Warhammer/Longbow/Component Pouch/Ladder (10 foot)/Lantern","Bullseye/Mirror","Steel/Pole (10-foot)/Ram","Portable/Rowboat/Mastiff/Rope","Hempen (50 feet)/Sack/Spellbook/Playing Card Set/Sack/Mastiff",2018-06-29T15:37:47Z,758,1538.8
436,6045,Moxen's Character,12,8,14,12,13,15,10,Sage,Aarakocra,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
437,6046,Tiberius Selmy,113,15,10,13,8,12,14,,Half-Elf,Paladin,15,Oath of Vengeance,,,15,Sentinel/Shield Master,"Stone of Good Luck (Luckstone)/Dragon Slayer Longsword +2/Flamma/Shield/Plate/Javelin/Backpack/Clothes","Common/Pouch/Emblem/Bedroll/Rations (1 day)/Rope","Hempen (50 feet)/Waterskin/Holy Water (flask)/Mess Kit",2022-01-05T02:03:10.517Z,67,0.5
438,6070,Rhaegar,54,8,14,12,14,10,14,Noble,Draconic Races (Archived),Wizard,15,School of Evocation,,,15,Resilient (Constitution),"Cloak of Protection/Robe of the Archmagi/Wand of the War Mage","+1/Ioun Stone of Reserve/Potion of Healing (Greater)/Hands of Castor",2021-06-16T04:04:38Z,43,440.7
439,6076,Coen Crowell,12,8,10,14,13,12,15,,Human,Sorcerer,3,,Warlock,,5,,,2018-06-29T15:37:47Z,0,0.0
440,6083,Doseth,12,13,10,14,12,8,15,Noble,Tiefling,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
441,6084,Daerris Elanorin,12,13,15,13,11,13,8,Folk Hero,Elf,Ranger,1,,,,1,,"Amulet of Health/Belt of Hill Giant Strength/Boots of Elvenkind/Bracers of Archery/Efficient Quiver/Gloves of Swimming and Climbing/Oathbow/Ring of Animal Influence/Ring of Invisibility/Arrows","+3/Giant Slayer Shortsword/Luck Blade Shortsword/Mithral Scale Mail/Candle/Clothes","Traveler's/Dice Set/Explorer's Pack/Fishing Tackle/Hunting Trap/Lantern","Hooded/Rations (1 day)/Rope","Silk (50 feet)/Waterskin/Woodcarver's Tools/Pouch/Tent","Two-Person/Whetstone",2018-06-29T15:37:47Z,0,0.0
442,6093,Gwan,12,8,12,13,14,10,15,Criminal / Spy,Halfling,Bard,1,,,,1,,"Leather/Dagger/Rapier/Clothes","Common/Crowbar/Entertainer's Pack /Lute",2018-06-29T15:37:47Z,0,15.0
443,6094,Arisen,12,10,15,13,10,10,14,Soldier,Half-Elf,Warlock,5,The Fiend,,,5,,Adamantine Half Plate/Holy Avenger Longsword,2018-06-29T15:37:47Z,0,0.0
444,6100,Neer Otarel,12,13,15,12,10,13,10,Soldier,Human,Fighter,5,,Rogue,,7,,,2018-06-29T15:37:47Z,0,0.0
445,6104,Mike Smith,12,12,14,11,12,8,15,Criminal / Spy,Dwarf,Bard,1,,,,1,,"Leather/Dagger/Rapier/Clothes","Common/Crowbar/Entertainer's Pack /Lute",2018-06-29T15:37:47Z,4,15.0
446,6108,Lightbringer Veyara Eloh,70,15,10,15,10,8,13,Soldier,Aasimar,Paladin,11,Oath of the Ancients,,,11,Sentinel/Tough,"Gem of Seeing/Ring of Free Action/Armor of Acid Resistance","Chain Mail/Moonblade/Dawnbringer/Shield/Splint/Society of Brilliance Pendant/Javelin/Explorer's Pack/Emblem",2020-12-14T07:18:31Z,376,1016.0
447,6118,Grerona,57,14,11,14,10,13,15,Sage,Dwarf,Druid,8,Circle of the Land (Desert),,,8,Grappler,,2018-06-29T15:37:47Z,0,0.0
448,6120,Sabek,12,0,0,0,0,0,0,Soldier,Dragonborn,Barbarian,14,Path of the Berserker,,,14,,"Winged Boots/Greataxe","+2/Greataxe","+2/Longbow","+2/Net/Net/Manacles/Explorer's Pack",2018-06-29T15:37:47Z,0,4802.0
449,6132,Razukan's Character,12,0,0,0,0,0,0,,Human,Wizard,1,,,,1,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
450,6136,Ka'tarn,10,12,15,15,12,15,8,Acolyte,Elf,Cleric,1,Life Domain,,,1,,"Shield/Leather/Dagger/Mace/Crossbow","light/Bedroll/Blanket/Candle/Case","Map or Scroll/Clothes","Common/Tinderbox/Waterskin/Herbalism Kit/Reliquary",2018-06-29T15:37:47Z,0,14.0
451,6137,GreekFrost83's Character,12,0,0,0,0,0,0,,Halfling,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
452,6144,Stern Silverfield,82,8,14,13,10,12,15,,Elf,Wizard,20,,,,20,,,2018-06-29T15:37:47Z,0,0.0
453,6162,Keyan,12,13,8,15,12,14,10,Noble,Human,Paladin,1,,,,1,,Shield/Lance,2018-06-29T15:37:47Z,0,0.0
454,6169,Astragoth's Character,12,15,8,13,14,12,10,Noble,Gnome,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
455,6183,Dungus Bunmuffins,12,15,13,14,12,10,8,Outlander,Dwarf,Barbarian,6,Path of the Totem Warrior,,,6,Tough,"Whelm/Shield/Handaxe/Handaxe/Javelin/Battleaxe/Greataxe/Clothes","Traveler's/Flask or Tankard/Pole (10-foot)/Potion of Healing/Rope","Hempen (50 feet)/Torch",2019-05-04T21:51:13.477Z,61,368.53
456,6196,Gaerphanis,6,8,13,14,15,10,12,Sage,Elf,Wizard,1,,,,1,,Quarterstaff/Spellbook/Scholar's Pack/Rod,2018-06-29T15:37:47Z,0,0.0
457,6199,Erdan,12,10,8,14,12,13,15,,Elf,Sorcerer,5,,,,5,,,2018-06-29T15:37:47Z,0,0.0
458,6202,Gerrick,12,13,6,13,13,12,17,Acolyte,Tiefling,Paladin,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
459,6208,Zuniz,94,11,14,11,14,17,11,Folk Hero,Elf,Ranger,10,Hunter,Barbarian,Path of the Berserker,15,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
460,6211,Bilben,12,14,8,15,10,13,12,Soldier,Human,Fighter,5,Champion,,,5,,"Battleaxe","+2/Breastplate",2018-06-29T15:37:47Z,0,0.0
461,6215,t1,12,15,10,14,10,10,13,Folk Hero,Goliath,Barbarian,1,,,,1,,Handaxe/Javelin/Greataxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
462,6220,s,8,10,14,12,13,8,15,Entertainer,Genasi,Bard,1,,,,1,,Leather/Dagger/Rapier/Entertainer's Pack /Lute,2018-06-29T15:37:47Z,0,0.0
463,6223,Aratar,12,10,11,10,14,12,15,,Human,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
464,6226,Erky Oneshoe,12,10,18,16,15,11,18,Soldier,Gnome,Sorcerer,5,Draconic Bloodline,,,5,,"Ring of Warmth/Dagger/Dagger/Crossbow","light/Crossbow Bolts/Backpack/Bedroll/Clothes","Common/Mess Kit/Pouch/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Playing Card Set/Torch/Waterskin",2020-10-18T19:50:21Z,14,13.5
465,6235,Gajoda,48,14,8,13,10,15,12,Sage,Human,Cleric,9,Life Domain,,,9,Grappler,Longsword,2020-08-26T17:52:00Z,0,0.0
466,6236,Barin,49,13,10,14,14,14,18,Sage,Aasimar,Warlock,8,The Great Old One,,,8,Keen Mind/Lucky,Robe of Scintillating Colors/Studded Leather/Dagger/Dagger/Dagger/Handaxe/Book/Ink (1 ounce bottle)/Ink Pen/Parchment (one sheet)/Backpack/Little Bag of Sand/Small Knife/Arcane Focus,2021-06-04T17:23:16Z,7,10.0
